"","ipdN","st","epiyrN","cmlevel","epiyr","agec","offset","cm.age.level"
"4800",0,"24F",14,"0",2005,1,3.2140011829,"0_1"
"4801",0,"24F",15,"0",2006,1,3.1933477966,"0_1"
"4802",1,"24F",16,"0",2007,1,3.1851704932,"0_1"
"4803",0,"24F",17,"0",2008,1,3.1577833678,"0_1"
"4804",1,"24F",18,"0",2009,1,3.1875210331,"0_1"
"4805",1,"24F",19,"0",2010,1,3.171396719,"0_1"
"4806",3,"24F",20,"0",2011,1,3.1579784711,"0_1"
"4807",3,"24F",21,"0",2012,1,3.1088212313,"0_1"
"4808",6,"24F",22,"0",2013,1,3.0697726219,"0_1"
"4809",8,"24F",23,"0",2014,1,2.9597106602,"0_1"
"4810",0,"24F",3,"0",1994,2,7.4884831474,"0_2"
"4811",1,"24F",4,"0",1995,2,7.4535665622,"0_2"
"4812",0,"24F",5,"0",1996,2,7.4798293756,"0_2"
"4813",0,"24F",6,"0",1997,2,7.4896050153,"0_2"
"4814",0,"24F",7,"0",1998,2,7.5088928945,"0_2"
"4815",0,"24F",8,"0",1999,2,7.5732806693,"0_2"
"4816",0,"24F",9,"0",2000,2,7.6309728364,"0_2"
"4817",0,"24F",10,"0",2001,2,7.7408292187,"0_2"
"4818",1,"24F",11,"0",2002,2,7.9084607303,"0_2"
"4819",0,"24F",12,"0",2003,2,8.0316785368,"0_2"
"4820",0,"24F",13,"0",2004,2,8.1362201075,"0_2"
"4821",3,"24F",14,"0",2005,2,8.1550554749,"0_2"
"4822",0,"24F",15,"0",2006,2,8.1715642884,"0_2"
"4823",0,"24F",16,"0",2007,2,8.1781910474,"0_2"
"4824",0,"24F",17,"0",2008,2,8.2153134652,"0_2"
"4825",0,"24F",18,"0",2009,2,8.18424791,"0_2"
"4826",0,"24F",19,"0",2010,2,8.1611246347,"0_2"
"4827",0,"24F",20,"0",2011,2,8.0485284601,"0_2"
"4828",0,"24F",21,"0",2012,2,8.055372843,"0_2"
"4829",0,"24F",22,"0",2013,2,8.0849901408,"0_2"
"4830",0,"24F",23,"0",2014,2,7.9952078959,"0_2"
"4831",1,"24F",3,"0",1994,3,16.807260509,"0_3"
"4832",1,"24F",4,"0",1995,3,16.66457298,"0_3"
"4833",0,"24F",5,"0",1996,3,16.523171012,"0_3"
"4834",0,"24F",6,"0",1997,3,16.376828924,"0_3"
"4835",0,"24F",7,"0",1998,3,16.186848417,"0_3"
"4836",0,"24F",8,"0",1999,3,16.000817867,"0_3"
"4837",0,"24F",9,"0",2000,3,15.861416719,"0_3"
"4838",0,"24F",10,"0",2001,3,15.618257222,"0_3"
"4839",0,"24F",11,"0",2002,3,15.15782232,"0_3"
"4840",1,"24F",12,"0",2003,3,14.995921753,"0_3"
"4841",0,"24F",13,"0",2004,3,14.657923019,"0_3"
"4842",2,"24F",14,"0",2005,3,14.317432061,"0_3"
"4843",0,"24F",15,"0",2006,3,14.12524431,"0_3"
"4844",0,"24F",16,"0",2007,3,13.926060477,"0_3"
"4845",0,"24F",17,"0",2008,3,13.757657678,"0_3"
"4846",1,"24F",18,"0",2009,3,13.717970984,"0_3"
"4847",0,"24F",19,"0",2010,3,13.651126336,"0_3"
"4848",0,"24F",20,"0",2011,3,13.734218608,"0_3"
"4849",0,"24F",21,"0",2012,3,13.387056507,"0_3"
"4850",0,"24F",22,"0",2013,3,13.559024561,"0_3"
"4851",1,"24F",23,"0",2014,3,13.54056408,"0_3"
"4852",2,"24F",3,"0",1994,4,15.665018012,"0_4"
"4853",0,"24F",4,"0",1995,4,15.597572349,"0_4"
"4854",2,"24F",5,"0",1996,4,15.593949224,"0_4"
"4855",2,"24F",6,"0",1997,4,15.660884235,"0_4"
"4856",1,"24F",7,"0",1998,4,15.723167798,"0_4"
"4857",0,"24F",8,"0",1999,4,15.668574231,"0_4"
"4858",0,"24F",9,"0",2000,4,15.80200898,"0_4"
"4859",0,"24F",10,"0",2001,4,15.716195109,"0_4"
"4860",3,"24F",11,"0",2002,4,15.769854869,"0_4"
"4861",1,"24F",12,"0",2003,4,15.819028436,"0_4"
"4862",1,"24F",13,"0",2004,4,15.847260295,"0_4"
"4863",1,"24F",14,"0",2005,4,15.96373429,"0_4"
"4864",0,"24F",15,"0",2006,4,15.801552925,"0_4"
"4865",1,"24F",16,"0",2007,4,16.13765724,"0_4"
"4866",0,"24F",17,"0",2008,4,16.216911134,"0_4"
"4867",2,"24F",18,"0",2009,4,16.203912793,"0_4"
"4868",1,"24F",19,"0",2010,4,16.048324531,"0_4"
"4869",0,"24F",20,"0",2011,4,15.964682681,"0_4"
"4870",0,"24F",21,"0",2012,4,15.550009852,"0_4"
"4871",2,"24F",22,"0",2013,4,15.571061719,"0_4"
"4872",3,"24F",23,"0",2014,4,15.476875158,"0_4"
"4873",3,"24F",3,"0",1994,5,7.4809243881,"0_5"
"4874",1,"24F",4,"0",1995,5,7.1015717027,"0_5"
"4875",4,"24F",5,"0",1996,5,6.8974275346,"0_5"
"4876",2,"24F",6,"0",1997,5,6.5271807311,"0_5"
"4877",3,"24F",7,"0",1998,5,6.2238996305,"0_5"
"4878",1,"24F",8,"0",1999,5,6.3038500377,"0_5"
"4879",4,"24F",9,"0",2000,5,6.0370032854,"0_5"
"4880",0,"24F",10,"0",2001,5,5.7579571837,"0_5"
"4881",6,"24F",11,"0",2002,5,5.982842126,"0_5"
"4882",5,"24F",12,"0",2003,5,5.9364561538,"0_5"
"4883",1,"24F",13,"0",2004,5,5.6612443952,"0_5"
"4884",0,"24F",14,"0",2005,5,5.6695741466,"0_5"
"4885",0,"24F",15,"0",2006,5,5.6999280906,"0_5"
"4886",3,"24F",16,"0",2007,5,5.8015548983,"0_5"
"4887",2,"24F",17,"0",2008,5,5.6456305085,"0_5"
"4888",1,"24F",18,"0",2009,5,5.8452740828,"0_5"
"4889",4,"24F",19,"0",2010,5,5.9167944175,"0_5"
"4890",4,"24F",20,"0",2011,5,6.0759722603,"0_5"
"4891",4,"24F",21,"0",2012,5,6.3098332143,"0_5"
"4892",1,"24F",22,"0",2013,5,6.2753467021,"0_5"
"4893",6,"24F",23,"0",2014,5,6.5785309683,"0_5"
"4894",0,"24F",3,"1",1994,1,0.0276886219,"1_1"
"4895",0,"24F",4,"1",1995,1,0.041723642,"1_1"
"4896",1,"24F",5,"1",1996,1,0.0634750446,"1_1"
"4897",0,"24F",6,"1",1997,1,0.0796744152,"1_1"
"4898",1,"24F",7,"1",1998,1,0.0771720421,"1_1"
"4899",0,"24F",8,"1",1999,1,0.0548611869,"1_1"
"4900",0,"24F",9,"1",2000,1,0.061803858,"1_1"
"4901",0,"24F",10,"1",2001,1,0.067816653,"1_1"
"4902",0,"24F",11,"1",2002,1,0.087807675,"1_1"
"4903",0,"24F",12,"1",2003,1,0.0701329203,"1_1"
"4904",0,"24F",13,"1",2004,1,0.0681970872,"1_1"
"4905",0,"24F",14,"1",2005,1,0.0665588171,"1_1"
"4906",0,"24F",15,"1",2006,1,0.0581722034,"1_1"
"4907",0,"24F",16,"1",2007,1,0.0636595068,"1_1"
"4908",0,"24F",17,"1",2008,1,0.0982766322,"1_1"
"4909",0,"24F",18,"1",2009,1,0.0817989669,"1_1"
"4910",0,"24F",19,"1",2010,1,0.089273281,"1_1"
"4911",0,"24F",20,"1",2011,1,0.0969715289,"1_1"
"4912",1,"24F",21,"1",2012,1,0.0832087687,"1_1"
"4913",0,"24F",22,"1",2013,1,0.0597873781,"1_1"
"4914",0,"24F",23,"1",2014,1,0.0781093398,"1_1"
"4915",0,"24F",3,"1",1994,2,0.0753368526,"1_2"
"4916",0,"24F",4,"1",1995,2,0.0858034378,"1_2"
"4917",0,"24F",5,"1",1996,2,0.1334006244,"1_2"
"4918",0,"24F",6,"1",1997,2,0.1803149847,"1_2"
"4919",0,"24F",7,"1",1998,2,0.2597671055,"1_2"
"4920",0,"24F",8,"1",1999,2,0.3096293307,"1_2"
"4921",0,"24F",9,"1",2000,2,0.4222471636,"1_2"
"4922",0,"24F",10,"1",2001,2,0.4934907813,"1_2"
"4923",0,"24F",11,"1",2002,2,0.5057292697,"1_2"
"4924",0,"24F",12,"1",2003,2,0.5407914632,"1_2"
"4925",0,"24F",13,"1",2004,2,0.5496298925,"1_2"
"4926",0,"24F",14,"1",2005,2,0.6192745251,"1_2"
"4927",0,"24F",15,"1",2006,2,0.6825757116,"1_2"
"4928",0,"24F",16,"1",2007,2,0.7120789526,"1_2"
"4929",0,"24F",17,"1",2008,2,0.6834665348,"1_2"
"4930",0,"24F",18,"1",2009,2,0.71848209,"1_2"
"4931",0,"24F",19,"1",2010,2,0.7333053653,"1_2"
"4932",0,"24F",20,"1",2011,2,0.8068415399,"1_2"
"4933",0,"24F",21,"1",2012,2,0.775487157,"1_2"
"4934",0,"24F",22,"1",2013,2,0.6884598592,"1_2"
"4935",0,"24F",23,"1",2014,2,0.7412121041,"1_2"
"4936",0,"24F",3,"1",1994,3,0.1606494907,"1_3"
"4937",0,"24F",4,"1",1995,3,0.2728170201,"1_3"
"4938",0,"24F",5,"1",1996,3,0.4201389878,"1_3"
"4939",1,"24F",6,"1",1997,3,0.5278910758,"1_3"
"4940",0,"24F",7,"1",1998,3,0.6356815827,"1_3"
"4941",0,"24F",8,"1",1999,3,0.7159121326,"1_3"
"4942",0,"24F",9,"1",2000,3,0.7105632814,"1_3"
"4943",0,"24F",10,"1",2001,3,0.7748927778,"1_3"
"4944",0,"24F",11,"1",2002,3,1.0510376798,"1_3"
"4945",0,"24F",12,"1",2003,3,1.0145482467,"1_3"
"4946",1,"24F",13,"1",2004,3,1.1181069806,"1_3"
"4947",0,"24F",14,"1",2005,3,1.2185679389,"1_3"
"4948",0,"24F",15,"1",2006,3,1.1856956902,"1_3"
"4949",0,"24F",16,"1",2007,3,1.1812895229,"1_3"
"4950",0,"24F",17,"1",2008,3,1.3101223223,"1_3"
"4951",0,"24F",18,"1",2009,3,1.4113490164,"1_3"
"4952",1,"24F",19,"1",2010,3,1.4989036643,"1_3"
"4953",1,"24F",20,"1",2011,3,1.4848713916,"1_3"
"4954",1,"24F",21,"1",2012,3,1.8428934932,"1_3"
"4955",1,"24F",22,"1",2013,3,1.7149754386,"1_3"
"4956",0,"24F",23,"1",2014,3,1.8374159202,"1_3"
"4957",0,"24F",3,"1",1994,4,0.4938619877,"1_4"
"4958",2,"24F",4,"1",1995,4,0.7453476511,"1_4"
"4959",2,"24F",5,"1",1996,4,0.9725707762,"1_4"
"4960",2,"24F",6,"1",1997,4,1.1178057653,"1_4"
"4961",1,"24F",7,"1",1998,4,1.2566422024,"1_4"
"4962",2,"24F",8,"1",1999,4,1.5160357694,"1_4"
"4963",2,"24F",9,"1",2000,4,1.5630410204,"1_4"
"4964",2,"24F",10,"1",2001,4,1.8542848906,"1_4"
"4965",1,"24F",11,"1",2002,4,1.9897251309,"1_4"
"4966",1,"24F",12,"1",2003,4,2.1290315636,"1_4"
"4967",1,"24F",13,"1",2004,4,2.3177097047,"1_4"
"4968",0,"24F",14,"1",2005,4,2.4343957097,"1_4"
"4969",1,"24F",15,"1",2006,4,2.8261670746,"1_4"
"4970",3,"24F",16,"1",2007,4,2.7392827603,"1_4"
"4971",2,"24F",17,"1",2008,4,2.7879688659,"1_4"
"4972",2,"24F",18,"1",2009,4,2.8542672075,"1_4"
"4973",2,"24F",19,"1",2010,4,2.9653354688,"1_4"
"4974",0,"24F",20,"1",2011,4,2.9743773189,"1_4"
"4975",5,"24F",21,"1",2012,4,3.3214701485,"1_4"
"4976",2,"24F",22,"1",2013,4,3.2801982809,"1_4"
"4977",7,"24F",23,"1",2014,4,3.3759148419,"1_4"
"4978",3,"24F",3,"1",1994,5,0.5299356119,"1_5"
"4979",2,"24F",4,"1",1995,5,0.8849982973,"1_5"
"4980",5,"24F",5,"1",1996,5,1.0577524654,"1_5"
"4981",3,"24F",6,"1",1997,5,1.4026892689,"1_5"
"4982",2,"24F",7,"1",1998,5,1.6907803695,"1_5"
"4983",6,"24F",8,"1",1999,5,1.6008199623,"1_5"
"4984",6,"24F",9,"1",2000,5,1.8670167146,"1_5"
"4985",1,"24F",10,"1",2001,5,2.1603228163,"1_5"
"4986",4,"24F",11,"1",2002,5,1.962997874,"1_5"
"4987",4,"24F",12,"1",2003,5,2.0470538462,"1_5"
"4988",4,"24F",13,"1",2004,5,2.3845356048,"1_5"
"4989",8,"24F",14,"1",2005,5,2.4554558534,"1_5"
"4990",3,"24F",15,"1",2006,5,2.5303419094,"1_5"
"4991",5,"24F",16,"1",2007,5,2.5458951017,"1_5"
"4992",4,"24F",17,"1",2008,5,2.8847794915,"1_5"
"4993",2,"24F",18,"1",2009,5,2.9096859172,"1_5"
"4994",7,"24F",19,"1",2010,5,3.1117955825,"1_5"
"4995",9,"24F",20,"1",2011,5,3.2618377397,"1_5"
"4996",19,"24F",21,"1",2012,5,3.3710067857,"1_5"
"4997",14,"24F",22,"1",2013,5,3.7226632979,"1_5"
"4998",18,"24F",23,"1",2014,5,3.6888090317,"1_5"
"4999",0,"25A",3,"0",1994,4,15.665018012,"0_4"
"5000",1,"25A",4,"0",1995,4,15.597572349,"0_4"
"5001",0,"25A",5,"0",1996,4,15.593949224,"0_4"
"5002",0,"25A",6,"0",1997,4,15.660884235,"0_4"
"5003",0,"25A",7,"0",1998,4,15.723167798,"0_4"
"5004",0,"25A",8,"0",1999,4,15.668574231,"0_4"
"5005",0,"25A",9,"0",2000,4,15.80200898,"0_4"
"5006",0,"25A",10,"0",2001,4,15.716195109,"0_4"
"5007",0,"25A",11,"0",2002,4,15.769854869,"0_4"
"5008",0,"25A",12,"0",2003,4,15.819028436,"0_4"
"5009",0,"25A",13,"0",2004,4,15.847260295,"0_4"
"5010",0,"25A",14,"0",2005,4,15.96373429,"0_4"
"5011",0,"25A",15,"0",2006,4,15.801552925,"0_4"
"5012",0,"25A",16,"0",2007,4,16.13765724,"0_4"
"5013",0,"25A",17,"0",2008,4,16.216911134,"0_4"
"5014",0,"25A",18,"0",2009,4,16.203912793,"0_4"
"5015",0,"25A",19,"0",2010,4,16.048324531,"0_4"
"5016",0,"25A",20,"0",2011,4,15.964682681,"0_4"
"5017",0,"25A",21,"0",2012,4,15.550009852,"0_4"
"5018",0,"25A",22,"0",2013,4,15.571061719,"0_4"
"5019",0,"25A",23,"0",2014,4,15.476875158,"0_4"
"5020",0,"25A",3,"1",1994,4,0.4938619877,"1_4"
"5021",0,"25A",4,"1",1995,4,0.7453476511,"1_4"
"5022",0,"25A",5,"1",1996,4,0.9725707762,"1_4"
"5023",0,"25A",6,"1",1997,4,1.1178057653,"1_4"
"5024",0,"25A",7,"1",1998,4,1.2566422024,"1_4"
"5025",0,"25A",8,"1",1999,4,1.5160357694,"1_4"
"5026",0,"25A",9,"1",2000,4,1.5630410204,"1_4"
"5027",0,"25A",10,"1",2001,4,1.8542848906,"1_4"
"5028",0,"25A",11,"1",2002,4,1.9897251309,"1_4"
"5029",0,"25A",12,"1",2003,4,2.1290315636,"1_4"
"5030",0,"25A",13,"1",2004,4,2.3177097047,"1_4"
"5031",0,"25A",14,"1",2005,4,2.4343957097,"1_4"
"5032",0,"25A",15,"1",2006,4,2.8261670746,"1_4"
"5033",1,"25A",16,"1",2007,4,2.7392827603,"1_4"
"5034",0,"25A",17,"1",2008,4,2.7879688659,"1_4"
"5035",0,"25A",18,"1",2009,4,2.8542672075,"1_4"
"5036",0,"25A",19,"1",2010,4,2.9653354688,"1_4"
"5037",0,"25A",20,"1",2011,4,2.9743773189,"1_4"
"5038",0,"25A",21,"1",2012,4,3.3214701485,"1_4"
"5039",0,"25A",22,"1",2013,4,3.2801982809,"1_4"
"5040",0,"25A",23,"1",2014,4,3.3759148419,"1_4"
"5041",0,"25A",3,"1",1994,5,0.5299356119,"1_5"
"5042",0,"25A",4,"1",1995,5,0.8849982973,"1_5"
"5043",0,"25A",5,"1",1996,5,1.0577524654,"1_5"
"5044",1,"25A",6,"1",1997,5,1.4026892689,"1_5"
"5045",0,"25A",7,"1",1998,5,1.6907803695,"1_5"
"5046",0,"25A",8,"1",1999,5,1.6008199623,"1_5"
"5047",0,"25A",9,"1",2000,5,1.8670167146,"1_5"
"5048",0,"25A",10,"1",2001,5,2.1603228163,"1_5"
"5049",0,"25A",11,"1",2002,5,1.962997874,"1_5"
"5050",0,"25A",12,"1",2003,5,2.0470538462,"1_5"
"5051",0,"25A",13,"1",2004,5,2.3845356048,"1_5"
"5052",0,"25A",14,"1",2005,5,2.4554558534,"1_5"
"5053",0,"25A",15,"1",2006,5,2.5303419094,"1_5"
"5054",0,"25A",16,"1",2007,5,2.5458951017,"1_5"
"5055",0,"25A",17,"1",2008,5,2.8847794915,"1_5"
"5056",0,"25A",18,"1",2009,5,2.9096859172,"1_5"
"5057",0,"25A",19,"1",2010,5,3.1117955825,"1_5"
"5058",0,"25A",20,"1",2011,5,3.2618377397,"1_5"
"5059",0,"25A",21,"1",2012,5,3.3710067857,"1_5"
"5060",0,"25A",22,"1",2013,5,3.7226632979,"1_5"
"5061",1,"25A",23,"1",2014,5,3.6888090317,"1_5"
"5062",0,"25F",3,"1",1994,4,0.4938619877,"1_4"
"5063",0,"25F",4,"1",1995,4,0.7453476511,"1_4"
"5064",0,"25F",5,"1",1996,4,0.9725707762,"1_4"
"5065",0,"25F",6,"1",1997,4,1.1178057653,"1_4"
"5066",0,"25F",7,"1",1998,4,1.2566422024,"1_4"
"5067",0,"25F",8,"1",1999,4,1.5160357694,"1_4"
"5068",0,"25F",9,"1",2000,4,1.5630410204,"1_4"
"5069",0,"25F",10,"1",2001,4,1.8542848906,"1_4"
"5070",0,"25F",11,"1",2002,4,1.9897251309,"1_4"
"5071",0,"25F",12,"1",2003,4,2.1290315636,"1_4"
"5072",0,"25F",13,"1",2004,4,2.3177097047,"1_4"
"5073",1,"25F",14,"1",2005,4,2.4343957097,"1_4"
"5074",0,"25F",15,"1",2006,4,2.8261670746,"1_4"
"5075",0,"25F",16,"1",2007,4,2.7392827603,"1_4"
"5076",0,"25F",17,"1",2008,4,2.7879688659,"1_4"
"5077",0,"25F",18,"1",2009,4,2.8542672075,"1_4"
"5078",0,"25F",19,"1",2010,4,2.9653354688,"1_4"
"5079",1,"25F",20,"1",2011,4,2.9743773189,"1_4"
"5080",0,"25F",21,"1",2012,4,3.3214701485,"1_4"
"5081",0,"25F",22,"1",2013,4,3.2801982809,"1_4"
"5082",0,"25F",23,"1",2014,4,3.3759148419,"1_4"
"5083",0,"25F",3,"1",1994,5,0.5299356119,"1_5"
"5084",0,"25F",4,"1",1995,5,0.8849982973,"1_5"
"5085",0,"25F",5,"1",1996,5,1.0577524654,"1_5"
"5086",0,"25F",6,"1",1997,5,1.4026892689,"1_5"
"5087",0,"25F",7,"1",1998,5,1.6907803695,"1_5"
"5088",0,"25F",8,"1",1999,5,1.6008199623,"1_5"
"5089",0,"25F",9,"1",2000,5,1.8670167146,"1_5"
"5090",0,"25F",10,"1",2001,5,2.1603228163,"1_5"
"5091",0,"25F",11,"1",2002,5,1.962997874,"1_5"
"5092",0,"25F",12,"1",2003,5,2.0470538462,"1_5"
"5093",1,"25F",13,"1",2004,5,2.3845356048,"1_5"
"5094",0,"25F",14,"1",2005,5,2.4554558534,"1_5"
"5095",0,"25F",15,"1",2006,5,2.5303419094,"1_5"
"5096",0,"25F",16,"1",2007,5,2.5458951017,"1_5"
"5097",0,"25F",17,"1",2008,5,2.8847794915,"1_5"
"5098",0,"25F",18,"1",2009,5,2.9096859172,"1_5"
"5099",0,"25F",19,"1",2010,5,3.1117955825,"1_5"
"5100",0,"25F",20,"1",2011,5,3.2618377397,"1_5"
"5101",0,"25F",21,"1",2012,5,3.3710067857,"1_5"
"5102",0,"25F",22,"1",2013,5,3.7226632979,"1_5"
"5103",0,"25F",23,"1",2014,5,3.6888090317,"1_5"
"5104",0,"27",3,"0",1994,1,3.2372613781,"0_1"
"5105",0,"27",4,"0",1995,1,3.309206358,"0_1"
"5106",0,"27",5,"0",1996,1,3.3685549554,"0_1"
"5107",0,"27",6,"0",1997,1,3.3883355848,"0_1"
"5108",0,"27",7,"0",1998,1,3.3857479579,"0_1"
"5109",0,"27",8,"0",1999,1,3.3919888131,"0_1"
"5110",0,"27",9,"0",2000,1,3.344126142,"0_1"
"5111",0,"27",10,"0",2001,1,3.308073347,"0_1"
"5112",0,"27",11,"0",2002,1,3.267262325,"0_1"
"5113",0,"27",12,"0",2003,1,3.2504270797,"0_1"
"5114",0,"27",13,"0",2004,1,3.2355729128,"0_1"
"5115",0,"27",14,"0",2005,1,3.2140011829,"0_1"
"5116",0,"27",15,"0",2006,1,3.1933477966,"0_1"
"5117",0,"27",16,"0",2007,1,3.1851704932,"0_1"
"5118",0,"27",17,"0",2008,1,3.1577833678,"0_1"
"5119",0,"27",18,"0",2009,1,3.1875210331,"0_1"
"5120",0,"27",19,"0",2010,1,3.171396719,"0_1"
"5121",0,"27",20,"0",2011,1,3.1579784711,"0_1"
"5122",0,"27",21,"0",2012,1,3.1088212313,"0_1"
"5123",0,"27",22,"0",2013,1,3.0697726219,"0_1"
"5124",1,"27",23,"0",2014,1,2.9597106602,"0_1"
"5125",0,"27",3,"0",1994,2,7.4884831474,"0_2"
"5126",0,"27",4,"0",1995,2,7.4535665622,"0_2"
"5127",0,"27",5,"0",1996,2,7.4798293756,"0_2"
"5128",0,"27",6,"0",1997,2,7.4896050153,"0_2"
"5129",0,"27",7,"0",1998,2,7.5088928945,"0_2"
"5130",0,"27",8,"0",1999,2,7.5732806693,"0_2"
"5131",0,"27",9,"0",2000,2,7.6309728364,"0_2"
"5132",0,"27",10,"0",2001,2,7.7408292187,"0_2"
"5133",0,"27",11,"0",2002,2,7.9084607303,"0_2"
"5134",0,"27",12,"0",2003,2,8.0316785368,"0_2"
"5135",0,"27",13,"0",2004,2,8.1362201075,"0_2"
"5136",0,"27",14,"0",2005,2,8.1550554749,"0_2"
"5137",0,"27",15,"0",2006,2,8.1715642884,"0_2"
"5138",0,"27",16,"0",2007,2,8.1781910474,"0_2"
"5139",0,"27",17,"0",2008,2,8.2153134652,"0_2"
"5140",1,"27",18,"0",2009,2,8.18424791,"0_2"
"5141",0,"27",19,"0",2010,2,8.1611246347,"0_2"
"5142",0,"27",20,"0",2011,2,8.0485284601,"0_2"
"5143",0,"27",21,"0",2012,2,8.055372843,"0_2"
"5144",0,"27",22,"0",2013,2,8.0849901408,"0_2"
"5145",0,"27",23,"0",2014,2,7.9952078959,"0_2"
"5146",0,"27",3,"0",1994,5,7.4809243881,"0_5"
"5147",0,"27",4,"0",1995,5,7.1015717027,"0_5"
"5148",0,"27",5,"0",1996,5,6.8974275346,"0_5"
"5149",0,"27",6,"0",1997,5,6.5271807311,"0_5"
"5150",0,"27",7,"0",1998,5,6.2238996305,"0_5"
"5151",0,"27",8,"0",1999,5,6.3038500377,"0_5"
"5152",1,"27",9,"0",2000,5,6.0370032854,"0_5"
"5153",0,"27",10,"0",2001,5,5.7579571837,"0_5"
"5154",0,"27",11,"0",2002,5,5.982842126,"0_5"
"5155",0,"27",12,"0",2003,5,5.9364561538,"0_5"
"5156",0,"27",13,"0",2004,5,5.6612443952,"0_5"
"5157",0,"27",14,"0",2005,5,5.6695741466,"0_5"
"5158",0,"27",15,"0",2006,5,5.6999280906,"0_5"
"5159",0,"27",16,"0",2007,5,5.8015548983,"0_5"
"5160",1,"27",17,"0",2008,5,5.6456305085,"0_5"
"5161",0,"27",18,"0",2009,5,5.8452740828,"0_5"
"5162",0,"27",19,"0",2010,5,5.9167944175,"0_5"
"5163",0,"27",20,"0",2011,5,6.0759722603,"0_5"
"5164",0,"27",21,"0",2012,5,6.3098332143,"0_5"
"5165",2,"27",22,"0",2013,5,6.2753467021,"0_5"
"5166",0,"27",23,"0",2014,5,6.5785309683,"0_5"
"5167",0,"28A",3,"1",1994,4,0.4938619877,"1_4"
"5168",0,"28A",4,"1",1995,4,0.7453476511,"1_4"
"5169",0,"28A",5,"1",1996,4,0.9725707762,"1_4"
"5170",0,"28A",6,"1",1997,4,1.1178057653,"1_4"
"5171",0,"28A",7,"1",1998,4,1.2566422024,"1_4"
"5172",0,"28A",8,"1",1999,4,1.5160357694,"1_4"
"5173",0,"28A",9,"1",2000,4,1.5630410204,"1_4"
"5174",0,"28A",10,"1",2001,4,1.8542848906,"1_4"
"5175",0,"28A",11,"1",2002,4,1.9897251309,"1_4"
"5176",0,"28A",12,"1",2003,4,2.1290315636,"1_4"
"5177",0,"28A",13,"1",2004,4,2.3177097047,"1_4"
"5178",2,"28A",14,"1",2005,4,2.4343957097,"1_4"
"5179",0,"28A",15,"1",2006,4,2.8261670746,"1_4"
"5180",0,"28A",16,"1",2007,4,2.7392827603,"1_4"
"5181",0,"28A",17,"1",2008,4,2.7879688659,"1_4"
"5182",0,"28A",18,"1",2009,4,2.8542672075,"1_4"
"5183",0,"28A",19,"1",2010,4,2.9653354688,"1_4"
"5184",0,"28A",20,"1",2011,4,2.9743773189,"1_4"
"5185",0,"28A",21,"1",2012,4,3.3214701485,"1_4"
"5186",0,"28A",22,"1",2013,4,3.2801982809,"1_4"
"5187",0,"28A",23,"1",2014,4,3.3759148419,"1_4"
"5188",0,"28F",3,"0",1994,1,3.2372613781,"0_1"
"5189",0,"28F",4,"0",1995,1,3.309206358,"0_1"
"5190",0,"28F",5,"0",1996,1,3.3685549554,"0_1"
"5191",0,"28F",6,"0",1997,1,3.3883355848,"0_1"
"5192",0,"28F",7,"0",1998,1,3.3857479579,"0_1"
"5193",0,"28F",8,"0",1999,1,3.3919888131,"0_1"
"5194",0,"28F",9,"0",2000,1,3.344126142,"0_1"
"5195",0,"28F",10,"0",2001,1,3.308073347,"0_1"
"5196",0,"28F",11,"0",2002,1,3.267262325,"0_1"
"5197",0,"28F",12,"0",2003,1,3.2504270797,"0_1"
"5198",0,"28F",13,"0",2004,1,3.2355729128,"0_1"
"5199",0,"28F",14,"0",2005,1,3.2140011829,"0_1"
"5200",0,"28F",15,"0",2006,1,3.1933477966,"0_1"
"5201",0,"28F",16,"0",2007,1,3.1851704932,"0_1"
"5202",0,"28F",17,"0",2008,1,3.1577833678,"0_1"
"5203",0,"28F",18,"0",2009,1,3.1875210331,"0_1"
"5204",0,"28F",19,"0",2010,1,3.171396719,"0_1"
"5205",1,"28F",20,"0",2011,1,3.1579784711,"0_1"
"5206",0,"28F",21,"0",2012,1,3.1088212313,"0_1"
"5207",0,"28F",22,"0",2013,1,3.0697726219,"0_1"
"5208",0,"28F",23,"0",2014,1,2.9597106602,"0_1"
"5209",0,"28F",3,"0",1994,4,15.665018012,"0_4"
"5210",0,"28F",4,"0",1995,4,15.597572349,"0_4"
"5211",0,"28F",5,"0",1996,4,15.593949224,"0_4"
"5212",0,"28F",6,"0",1997,4,15.660884235,"0_4"
"5213",0,"28F",7,"0",1998,4,15.723167798,"0_4"
"5214",0,"28F",8,"0",1999,4,15.668574231,"0_4"
"5215",0,"28F",9,"0",2000,4,15.80200898,"0_4"
"5216",0,"28F",10,"0",2001,4,15.716195109,"0_4"
"5217",0,"28F",11,"0",2002,4,15.769854869,"0_4"
"5218",0,"28F",12,"0",2003,4,15.819028436,"0_4"
"5219",0,"28F",13,"0",2004,4,15.847260295,"0_4"
"5220",0,"28F",14,"0",2005,4,15.96373429,"0_4"
"5221",0,"28F",15,"0",2006,4,15.801552925,"0_4"
"5222",0,"28F",16,"0",2007,4,16.13765724,"0_4"
"5223",0,"28F",17,"0",2008,4,16.216911134,"0_4"
"5224",0,"28F",18,"0",2009,4,16.203912793,"0_4"
"5225",0,"28F",19,"0",2010,4,16.048324531,"0_4"
"5226",0,"28F",20,"0",2011,4,15.964682681,"0_4"
"5227",0,"28F",21,"0",2012,4,15.550009852,"0_4"
